date,year,quarter,"AGRICULTURA, SILVICULTURA, CAZA Y PESCA",PETRÓLEO CRUDO Y GAS NATURAL,MINERALES METÁLICOS Y NO METÁLICOS,INDUSTRIA MANUFACTURERA,"ELECTRICIDAD, GAS Y AGUA",CONSTRUCCIÓN,COMERCIO,TRANSPORTE Y COMUNICACIONES,"ESTABLECIMIENTOS FINANCIEROS, SEGUROS, BIENES INMUEBLES Y SERVICIOS A LAS EMPRESAS",SERVICIOS DE LA ADMINISTRACIÓN PÚBLICA,OTROS SERVICIOS,SERVICIOS BANCARIOS IMPUTADOS,PIB A PRECIOS BÁSICOS,"DERECHOS DE IMPORTACIÓN, IVA, IT Y OTROS IMPUESTOS INDIRECTOS",PIB A PRECIOS DE MERCADO
2007-04-01,2007,2,1269889.8121023062,461186.94520954037,280466.5582540395,1238620.3570513397,143887.89700203444,180333.79677640245,668780.2823682888,735644.8524830531,908662.9999708002,611038.6505077382,499542.8099831798,-240814.41955083207,6757240.542157889,685453.6307124861,7442694.172870375
2007-07-01,2007,3,866966.144939994,525755.1191087293,306466.87436054635,1301718.5652341228,131524.0151709323,248829.602697644,589995.7795213271,839360.7067500164,805363.5278375361,650462.3559984161,504240.2690995067,-271186.97877060017,6499495.981948171,672131.8609155602,7171627.842863731
2007-10-01,2007,4,857632.1283065303,528262.4938697693,369735.93818526895,1346713.2536150014,169307.92183905223,326388.0768414302,549409.2070217915,783303.4102837602,780081.8154619337,717280.4681279872,499451.1114660612,-225521.17705656306,6702044.6479620235,790358.0365617775,7492402.684523801
2008-01-01,2008,1,952803.1025433968,481838.5923667958,405489.9901406369,1094596.6535644436,121632.61388837501,124475.98569014983,554098.6142821029,717707.6406203763,820949.6424536112,603869.8246790724,504915.3108888367,-258379.96377847393,6123998.007339323,713879.8416293352,6837877.848968659
2008-04-01,2008,2,1306809.74544396,473112.57215491764,475254.4887724251,1292153.0625115286,148694.68634317728,195337.77305847532,700124.2314031611,764431.0948190719,957551.7965361949,660253.3415448725,511055.84387065284,-267061.41017520067,7217717.226283236,737456.2692240902,7955173.495507327
2008-07-01,2008,3,888929.053834814,517047.1972283309,541165.0808530824,1366733.0822136777,136061.00505016127,271620.00865792314,625129.800321404,881778.7434357296,833231.2225875591,685482.7610641959,515405.012596485,-285889.5684243521,6976693.399419011,701525.9060361884,7678219.3054551985
2008-10-01,2008,4,873846.667070577,516036.26543976617,489111.858007024,1356040.846178714,173213.07886975017,359482.7125760865,570541.3642435591,825634.2033631855,803648.0042880644,707583.7547681874,513081.1006496434,-232903.67089966836,6955316.18455489,851239.4713270406,7806555.65588193
2009-01-01,2009,1,990511.8578149272,388155.4471773189,487222.0153817034,1117618.673597192,126883.30931088107,133537.3623950287,572658.1271032791,748271.4768507255,855126.9121699329,633313.6029524298,518209.8724212228,-272245.54539684945,6299263.111777793,740246.8824847452,7039509.994262538
2009-04-01,2009,2,1364268.1359688395,443738.03084109095,524993.5244586795,1356456.5926518762,158013.38891496792,210823.8923265283,729604.6305648788,805101.1970815972,987204.6683580719,702476.6110438509,525543.0118619971,-274699.3416997669,7533524.342372611,596642.2900175038,8130166.632390115
2009-07-01,2009,3,924861.4597230336,464661.59760909324,567839.9606917313,1450387.8172065353,144520.5926928182,300769.3747767499,659843.8449058309,945720.1344446948,872797.5703791844,727799.5313121415,530987.3589280577,-310403.6280709837,7279785.614598886,676976.2011023373,7956761.815701224
2009-10-01,2009,4,890849.0397862024,423479.34462549625,520105.38710212393,1430860.8744123694,185590.37856315952,408678.78991137387,607919.3362898438,868446.6224879402,841854.9714525631,765877.0107292524,532731.7053215372,-240218.25558669955,7236175.205095163,931639.1148558175,8167814.31995098
2010-01-01,2010,1,984889.7049982275,418857.40331362427,493784.949715998,1168979.839498436,134154.96142083142,145751.0621561667,598443.0008577061,787449.4930438075,900297.3210266423,683586.7449920067,533984.3768608099,-279666.61947812326,6570512.238406132,695715.1401024866,7266227.378508618
2010-04-01,2010,2,1347840.655909174,463580.77810933196,527027.9711222138,1413594.5098444917,170092.07151482935,233698.99714515495,758646.3522645014,887506.2127394641,1038456.4710179974,701341.4626924148,543389.0769530046,-291443.61864680954,7793730.940665768,643909.4331671684,8437640.373832937
2010-07-01,2010,3,906033.1276115938,542994.3019659088,506991.62324117543,1472970.745758066,153113.86629162374,320807.70596968936,685880.7521110133,998831.5057278231,916280.3162092222,761771.585367805,549946.6900838634,-335259.19858693314,7480363.021750851,771631.6348081965,8251994.656559047
2010-10-01,2010,4,882595.3315915175,534524.9471131016,486810.28353411134,1438445.4562385646,202769.60981856263,432144.1839010599,628908.2507363764,962782.915533094,901942.179032522,785772.765833386,551026.9764646298,-266912.7143068943,7540810.185490032,1089007.2153121554,8629817.400802188
2011-01-01,2011,1,1025071.6879371178,480469.3688690149,499705.3398022329,1228504.4989001944,145412.22515225847,157694.60745096806,624677.8759711666,847128.8653278896,930878.6003204131,708479.8408889293,548827.9451644134,-292619.2033406085,6904231.652443989,811042.9744822369,7715274.626926227
2011-04-01,2011,2,1380609.290996275,477373.90647184436,521879.61128546624,1461771.932379326,179718.2664182798,248268.9566252865,777723.8439176709,935320.3858680467,1081239.2204666107,761375.323397035,559611.78727604,-309379.2246894554,8075513.300412425,721467.2973777762,8796980.5977902
2011-07-01,2011,3,921888.2520838891,574664.1143162911,569413.5014097358,1515705.163114977,165631.38269148013,344383.1401926774,708357.6912030638,1052168.298518571,946057.6136475261,792206.4595193786,565214.402387696,-358091.6527546851,7797598.366330601,885448.9571670151,8683047.323497616
2011-10-01,2011,4,919733.0700731098,567130.3526036127,491369.9659442924,1489914.0189390795,217712.55740026958,472379.6964813011,657203.6777789274,1023344.7072429284,931335.2425871517,850417.2996079872,565256.2879171821,-281694.4644664735,7904102.4121093685,1182063.705914326,9086166.118023694
2012-01-01,2012,1,1064888.037545664,518681.9195327984,458389.9383721739,1292680.057316461,155394.53835649343,176014.56101615028,647269.5193402256,887404.8954725987,1013246.644304619,752544.7925757399,567393.3718244291,-352839.9719674399,7181068.303689915,920728.3952947425,8101796.698984657
2012-04-01,2012,2,1432379.3635405847,546711.1718573878,479386.447461429,1545803.3333153457,193070.05504398872,271662.3971934051,803814.8355614617,947713.7627278175,1182841.5552699072,795380.5307635998,578844.7627675413,-387499.9152576412,8390108.300244827,792904.9113693314,9183013.211614158
2012-07-01,2012,3,961896.0842855782,627514.6007942113,542347.0247903966,1582099.2705502706,173968.9447593566,374648.00367213273,737968.0452818243,1063842.336980334,1045793.5580477661,849270.596959257,586461.3333975819,-446359.4341562596,8099450.3653624505,982394.6055761713,9081844.970938621
2012-10-01,2012,4,964378.0077144094,715154.4984478876,498721.91655694915,1545602.6781461039,227289.3505112008,498497.2163071848,683429.2261675287,1063399.6645666882,1034173.733182727,897620.4001809183,583277.6806866736,-353730.1809567349,8357814.191511537,1312990.9553401053,9670805.146851642
2013-01-01,2013,1,1098520.7181760413,640837.5563908184,470582.3251544618,1348895.211017284,164422.9677934299,187775.37747567875,665267.4071983327,940737.8180058454,1093787.4713985007,820538.9241943527,583780.7948747871,-402141.0407356172,7613005.530943915,1043903.3035798399,8656908.834523756
2013-04-01,2013,2,1487684.3050008337,640830.459403042,508832.2001392775,1649728.2687328288,202327.60590219422,291401.1333239245,838910.0127655256,1022501.326162273,1275855.9411520695,870357.3571644169,596591.4476823687,-451357.7231189132,8933662.334309844,899822.7758519659,9833485.110161811
2013-07-01,2013,3,1018393.6779276957,728794.0019099249,535843.1890649963,1672456.7463466153,183201.78500171762,414041.02370474814,768678.7213008432,1138965.1129547304,1098919.0919366106,944265.9009072059,605250.3310469721,-485169.9444654632,8623639.637636596,1120522.5828410925,9744162.220477689
2013-10-01,2013,4,1026191.1129271805,733983.3900568018,520707.68611401634,1658162.459012528,238134.91978366917,568187.883598094,712416.7980096284,1125104.5285101607,1099358.3441638185,973895.2208033901,604996.0601626188,-381409.43983569863,8879728.963306207,1372284.7345067216,10252013.69781293
2014-01-01,2014,1,1132787.88225226,693919.2035409857,498958.6801936722,1413778.5733316315,173382.55549748556,199219.72551622288,692964.6394970373,984515.2619817982,1186929.7877817606,882022.5211970248,609364.2926607202,-454538.9391681866,8013304.184282413,1155254.17708924,9168558.361371653
2014-04-01,2014,2,1515674.0289019588,698180.7396815576,530192.3412736941,1699013.1793122168,212425.5430466897,315067.7607242494,868384.9370982366,1074345.3350015075,1345202.8505468848,923019.4223239732,618473.397279452,-476783.9173025944,9323195.617887828,981889.1308857726,10305084.7487736
2014-07-01,2014,3,1085116.3086733215,765379.4067216183,587785.5766306715,1739418.0001385761,196526.97206420454,455285.3499405513,798244.9961287042,1196987.416567798,1169060.1191416054,1007019.046591662,629411.0435689207,-517078.4234885606,9113155.812679073,1218157.665314118,10331313.47799319
2014-10-01,2014,4,1074110.4899156555,744343.2750049601,541378.2216317317,1732237.4517452077,256248.2036231967,605947.016377134,741201.4994494665,1183583.060717594,1139463.8220480515,1046502.2883517424,629235.2776654598,-393410.97776695335,9300839.628763247,1482359.609370597,10783199.238133844
2015-01-01,2015,1,1191366.898280939,687768.4346453217,497828.5711448593,1479260.988559813,184798.3391575258,219305.3348818738,720935.86140114,1032107.7638635479,1232364.722686591,954178.1807299531,632222.532727045,-469137.42928196944,8363000.19879664,1246050.3108281977,9609050.509624839
2015-04-01,2015,2,1586605.4959331737,686246.5661483596,561349.9881730386,1785063.8047223506,230450.19907761627,333431.19659750105,907204.1044013458,1137852.99715883,1426244.4763443358,1005301.9368932723,640634.4600374885,-511168.67892023356,9789216.54656708,1057121.9046924077,10846338.451259488
2015-07-01,2015,3,1135477.4393251007,744965.2086448135,539672.5428068462,1792997.590738897,207465.7810234126,466986.69609452086,833239.8845966014,1258173.989692486,1247362.5183348018,1112088.2544715328,656995.2392123981,-565497.9781497921,9429927.166791618,1307475.000987206,10737402.167778824
2015-10-01,2015,4,1140204.742352148,743099.8722248247,529190.9679938289,1828468.3587549445,268522.1912600802,640317.3413100151,774442.7012243876,1245369.382462529,1228067.6671559499,1148600.64294268,655469.4236842761,-439438.51375033637,9762314.777615327,1604492.6426885785,11366807.420303905
2016-01-01,2016,1,1225369.5232772317,672174.7952830498,550365.6646451995,1576909.563462461,198769.63613110647,234427.18473008927,755439.4183200484,1089874.13598983,1326608.1835212628,1034810.5790918949,660857.5828610741,-528389.8774995208,8797216.389813727,1326224.9931787585,10123441.382992486
2016-04-01,2016,2,1605389.8282760603,646199.0296079429,568627.2251795075,1869363.5009440694,241498.975861434,370792.213599253,936574.6889106592,1194251.6806171157,1528913.818773977,1046801.5259594559,664257.8838542767,-576869.623981786,10095800.747601967,1101281.7304295662,11197082.478031533
2016-07-01,2016,3,1173288.2533099926,722143.203327457,577056.7713056194,1947792.2051226986,219759.51706359326,521470.75463521446,877696.8504962127,1339496.8215083156,1345830.951693522,1147868.1477942327,683528.6934553352,-625417.2095823821,9930514.96012981,1337518.0115746334,11268032.971704444
2016-10-01,2016,4,1207960.9033266036,696474.3835278088,532379.727448677,1917600.027741442,278245.6731718633,663434.443093967,809454.9917477918,1314840.3719433437,1335799.785676869,1173314.8549651457,688082.1312499153,-499918.44297663966,10117668.850916786,1668080.456213805,11785749.30713059
2017-01-01,2017,1,1331175.616382339,577570.5461593,541480.3380903683,1615373.6177179236,207051.85724317242,251291.85184798855,794793.3845734241,1148910.8733840433,1383605.7818514295,1084798.627541401,690264.5860046457,-545096.6128237282,9081220.467972308,1380560.647947781,10461781.11592009
2017-04-01,2017,2,1715470.9805882042,646935.7564889793,553967.4300452879,1923365.8845480701,249771.44425970095,368099.477839704,980810.5284285352,1262871.688835817,1598135.5436381488,1102206.0875347736,692959.1880716899,-616163.7215085082,10478430.288770404,1142756.8395714425,11621187.128341846
2017-07-01,2017,3,1265682.2057487578,731408.6092644113,583969.0695206025,2022894.8758215455,226691.12361026782,567980.4825260042,919090.1506127495,1406042.9327516996,1407090.6114961412,1199859.8367561721,712539.8552906708,-671554.5022435585,10371695.251155462,1378603.7870876272,11750299.038243089
2017-10-01,2017,4,1295719.35908964,715696.8288866329,584331.3506588081,1990362.8703039715,292699.1418847939,692054.3513203049,856477.1709703013,1377916.0254564337,1414662.2363801019,1225804.0350503735,721228.9178160887,-531629.3080907996,10635322.97972665,1767309.5648618294,12402632.54458848
2018-01-01,2018,1,1422575.3723632596,612314.0324558845,538525.6096555562,1681759.7353041116,213021.24101260584,266071.9884705852,830073.6960829471,1205391.114257797,1472298.1431915457,1156794.5537176286,718441.2233963951,-590800.0919186212,9526466.617989693,1450892.2548783617,10977358.872868054
2018-04-01,2018,2,1867810.315777489,624548.0358985089,592882.0917627364,1997651.3036226819,258718.2437248524,388962.48261638253,1035182.6491795258,1310782.5321311946,1685557.729798643,1175494.4056295203,723682.5036962113,-658077.831248888,11003194.462588856,1181435.4827925316,12184629.945381388
2018-07-01,2018,3,1337354.192928038,681941.4763192537,599341.8800030262,2150890.1133850873,233303.72620908925,569789.4511553571,965775.4233995257,1464966.9646155103,1468927.3520666142,1281587.5140916607,744544.0857780639,-700795.3674377833,10797626.81251344,1420583.0022467545,12218209.814760195
2018-10-01,2018,4,1367905.6266262848,543805.3697300937,575294.230473516,2138278.033150362,304152.68618559075,721086.8737341866,903183.2295260846,1442839.6519659508,1484099.5269775924,1311706.6887089745,755836.9503366202,-555520.3008573791,10992668.566557877,1815862.9632327757,12808531.529790653
2019-01-01,2019,1,1494187.218371516,491233.9594433812,570768.1641751532,1758701.0628100368,220753.4598175014,274967.4716439642,879983.6773570366,1252596.9572809166,1540737.5060949768,1212520.6437356141,755333.7875080386,-615990.982937981,9835792.925300155,1480424.8947925451,11316217.8200927
2019-04-01,2019,2,1975604.1966042474,496833.4226786328,600784.2897703329,2064864.6477681044,269515.4832647034,403172.00951567315,1082935.4567629164,1357999.84815394,1778027.6347521874,1227694.6683609097,756582.8136844429,-699633.6376267569,11314380.833689332,1192202.4264587192,12506583.260148052
2019-07-01,2019,3,1423849.361482957,586943.7496433519,551098.290294303,2248802.2992352056,241038.37718587436,589876.4402968903,1001805.5180164016,1499960.1856378159,1554095.9990175834,1335070.8861404671,781124.3307203918,-752413.6499780393,11061251.787693202,1428874.246091867,12490126.03378507
2019-10-01,2019,4,1419752.7734460826,633607.5407856009,536396.4549140271,2150709.566184196,306449.8505873693,715139.2408707459,901371.9127543842,1401691.124823973,1507238.09477637,1353702.4841079859,769510.1353842638,-557297.4153941616,11138271.763240837,1805733.651158105,12944005.414398942
2020-01-01,2020,1,1534137.415536798,496676.2637640344,496406.5246567236,1782336.8418506088,229028.23689402215,266237.4128025272,883001.8991154558,1227670.5087862792,1564851.306538473,1273439.1008042614,758980.2485208093,-617201.622214087,9895564.13705591,1443668.6679761482,11339232.805032058
2020-04-01,2020,2,2026749.9008857394,403616.576650662,215206.88152096284,1475031.4864111869,220102.9476652107,190435.2017624926,884002.4758376895,710455.6561344559,1535473.4454059415,1217178.5405262958,401185.4883862147,-666366.6162463671,8613071.984940486,799343.9712463033,9412415.95618679
2020-07-01,2020,3,1485629.0115516328,558175.9669368127,380634.2123457015,1998102.8784830377,221686.8932677845,429385.6621468377,916193.4769657842,1118353.9607414976,1497272.226726431,1345138.8498190898,649253.8245846329,-749883.5118506497,9849943.451718593,1283029.3228595536,11132972.774578147
2020-10-01,2020,4,1464397.27793525,605544.6185076614,522310.28824659885,2310531.8714717533,330318.1084868965,719615.9107522008,953257.6037538605,1384195.2390710732,1479502.5378880585,1413722.0426171485,699256.2838072471,-545197.7120217911,11337454.070515959,1730843.0820489568,13068297.152564915
2021-01-01,2021,1,1554740.3583387472,516645.8214350506,509830.9813968182,1764601.3430120638,221830.51170988844,255215.9834889908,887661.678958712,1241478.0728506502,1498790.0805431323,1263860.0847048415,740125.1461628176,-587502.3643511966,9867277.698250517,1402474.8973438474,11269752.595594365
2021-04-01,2021,2,2089288.6401049925,539151.7114690725,580255.6027901836,1817404.276229089,272906.7846212279,374091.1595261177,1070854.4557858424,1196808.132559109,1638350.614535686,1201939.9696119642,470034.52214915445,-643583.124648372,10607502.744734067,981509.3309361879,11589012.075670255
2021-07-01,2021,3,1510972.6300354078,532821.3271739818,591857.2370092091,2037111.6914398838,249096.801438122,532235.40007384,984042.7055742346,1271659.3739681048,1491305.18269129,1333574.3686655138,595661.9264013048,-735433.8241400329,10394904.82033086,1311681.573015557,11706586.393346418
2021-10-01,2021,4,1473557.1948540865,529872.9432610116,541027.5211162169,2242669.9998531695,335761.16537114384,731394.9498425652,947702.913589979,1450685.133930709,1487798.1719250558,1423814.5227884976,767790.8060163604,-546263.889609161,11385811.432939634,1748996.6147862994,13134808.047725933
2022-01-01,2022,1,1673489.5164188675,469503.7398921241,536428.5723874515,1839387.9951917503,241399.14061043732,273257.96256914013,943090.825064124,1358875.6486323806,1573048.6326989303,1300937.3564572611,764803.2552456745,-617172.4384266643,10357050.206741476,1449199.8643501173,11806250.071091594
2022-04-01,2022,2,2211020.8715823004,482744.56116233947,583493.496039053,1863598.4221073105,286944.8360750527,394266.4978471339,1097763.6210020424,1298190.217862296,1696834.0709522357,1237818.1063331591,614244.7918905255,-666494.6403358663,11100424.852517582,1018935.1042137299,12119359.956731312
2022-07-01,2022,3,1535291.4715234938,506995.6111798539,576555.8405099162,2122205.127244536,260140.52459327262,545211.0063190447,1020661.5079621468,1400598.3650090678,1551402.8841356644,1395859.1396291472,664490.2715472388,-761922.0886018886,10817489.661051495,1367962.4518024167,12185452.11285391
2022-10-01,2022,4,1457412.1027083616,481348.3131975304,545989.9738248282,2217496.8500896697,353120.0275554842,752639.3891874903,971883.3896172115,1493721.1159427024,1532618.3770098162,1488648.0359618342,814441.7719715477,-566140.714452439,11543178.632614039,1765833.618721533,13309012.251335572
2023-01-01,2023,1,1695990.6994482959,457599.5271932286,540468.5085488234,1866814.7989900215,252728.03546752268,284781.4343571282,963014.90079905,1406375.3767781123,1635533.5911067594,1336355.5484743994,804922.0020084109,-639721.9000941591,10604862.523077592,1483449.268738745,12088311.791816337
2023-04-01,2023,2,2260597.272853634,440378.7311877422,581101.4830934063,1806409.5195677967,303700.72770829266,407029.3901574634,1119965.1639562673,1317969.7243317445,1761146.2904432523,1284964.1794055542,727334.080298217,-690401.2159773665,11320195.347026004,1044670.5352234968,12364865.8822495
2023-07-01,2023,3,1584267.4927800794,462632.04607924406,577200.765134642,2181267.1212868756,278013.97765471064,561985.3037227741,1045273.7594113405,1434322.8094639448,1618775.8978732347,1435249.2497489017,710832.2001283314,-789365.704750259,11100454.91853382,1400811.314445025,12501266.232978845
2023-10-01,2023,4,1519828.6985864544,449050.7282367889,545969.1940315117,2334301.409078605,383387.07613756694,780548.7993868988,1041730.5325313128,1619637.5831397783,1606794.7936628433,1540480.837816045,904187.1824659326,-586680.2046754827,12139236.630398257,1849503.3693436002,13988739.999741856
2024-01-01,2024,1,1733583.2972111353,393653.5366048402,540821.5411866712,1812629.9162675329,274648.56236605346,302959.9219117586,959203.4627806471,1452874.5328703078,1708615.5858589695,1368524.7948506507,861500.8932411284,-663952.135732969,10745063.909416726,1502003.9795834222,12247067.889000148
2024-04-01,2024,2,2353866.5524378363,395334.59225696465,617605.0079489414,1929683.984626549,320217.6984299489,415379.5164275245,1180937.0927275592,1344563.5930749357,1848336.664874019,1299637.7929068776,773733.3174875791,-716757.2954470888,11762538.517751645,1052035.8691181547,12814574.3868698
2024-07-01,2024,3,1624846.5336662636,396540.4163313197,591662.5466432342,2244679.6387813683,281392.2544073354,567136.923235019,1073784.860620745,1468114.7419869732,1684669.608213963,1423907.6375650675,730987.3719563048,-820522.4313741686,11267200.102033425,1361107.6055570778,12628307.707590504
2024-10-01,2024,4,1463434.01784995,381485.21130210423,600543.1979390071,2216250.849020488,381643.47277164954,803681.6495720397,1013350.8258205203,1595357.3545325133,1665966.4151272555,1466601.9737312407,922541.9473796779,-610979.5908320451,11899877.3242144,1724836.118909508,13624713.443123909
